id,antig,m2total,m2cub,ambientes,banios,direccion,barrio,comuna,latitud,longitud,precioUSD,m2precioUSD,comisaria_dista,obelisco_dista,nrobos,sup_espacio_verde,count_gastronomia,count_culturales
170,10,138,138,2,2,AV. GRAL MOSCONI 2400,VILLA PUEYRREDON,12,-34.582771,-58.496423,60000,434.782609,739.0009875019324,10788.771611115211,46,23759.729,5,1
171,0,132,0,0,0,Gabriela Mistral 2400,VILLA PUEYRREDON,12,-34.58425,-58.496308,149000,1129,667.8489522840443,10744.2300189444,53,22177.391,5,1
172,0,36,36,0,1,Ceretti al 2700,VILLA URQUIZA,12,-34.575138,-58.495488,110000,3055,635.2209532871963,10920.460651501704,57,25492.808,4,0
173,0,181,181,0,0,Tinogasta 3100,VILLA DEL PARQUE,11,-34.60052,-58.495447,310000,1713,1251.6503621014515,10451.288786475901,49,15936.889000000001,8,1
174,0,40,40,0,0,Beiro al 3000,AGRONOMIA,15,-34.595818,-58.495418,175000,4375,768.0804468260185,10479.51307797007,28,13343.2,6,0
175,0,169,169,0,3,Mosconi  2300,VILLA PUEYRREDON,12,-34.582283,-58.49538,650000,3846,630.40180318732655,10707.263208483177,45,19512.317,3,1
176,45,45,45,0,1,Mosconi 2297,VILLA PUEYRREDON,12,-34.581885,-58.495359,180000,4000,601.8950581272026,10715.294356867546,46,21013.947,3,1
177,40,55,55,0,1,NA,VILLA LUGANO,8,-34.673713,-58.495319,90000,1636,1406.1627370387296,13003.323516096796,24,125458.493,2,0
178,0,18,18,0,0,Cuenca y Pedro Lozano,VILLA DEL PARQUE,11,-34.602145,-58.495102,23000,1278,1433.5691319172763,10415.013186288275,51,15650.768,4,1
179,0,42,42,0,0,Juan B. Justo 7500,VELEZ SARSFIELD,10,-34.629842,-58.495024,95000,2261,1037.4732745403044,10801.270881756756,39,32529.198,4,0
180,0,63,58,0,2,MILLER al 4500,SAAVEDRA,12,-34.553188,-58.49502,130000,2241,442.54462528582053,11821.553751052601,45,584488.822,3,1
181,46,59,47,0,1,JB JUSTO 7500,VELEZ SARSFIELD,10,-34.62955,-58.494687,89000,1893,1003.5893273770192,10762.843834863412,40,32552.989,4,0
182,50,42,42,0,1,juan b justo 7500,VELEZ SARSFIELD,10,-34.62955,-58.494687,89000,2119,1003.5646442233011,10762.826164722883,40,32555.205,4,0
183,0,66,66,0,0,Av. Juan B. Justo al 7400,VELEZ SARSFIELD,10,-34.629118,-58.494608,130000,1969,993.5548439890492,10743.209324921027,40,31027.334000000003,4,0
184,40,40,40,0,0,BAHIA BLANCA,MONTE CASTRO,10,-34.616542,-58.494549,150000,3750,1681.229406240323,10459.424527907802,34,14203.999,3,2
185,53,107,107,0,0,Rivadavia 9200,VILLA LURO,10,-34.63676,-58.494544,200000,1869,1030.0111873928035,10990.197833689042,39,34270.114,0,0
186,0,60,60,0,0,Nu+�-�ez 5300,VILLA URQUIZA,12,-34.564436,-58.494526,104000,1733,1104.082876294722,11241.273375713303,54,384481.74199999997,0,0
187,15,18,18,1,1,MAGARI+����OS CERVANTES,FLORESTA,10,-34.62311,-58.493991,60000,3333,1129.7038738845074,10532.801057556328,67,17993.496,1,1
188,0,130,130,0,1,POLA  al 1800,MATADEROS,9,-34.654872,-58.493928,120000,923,1031.6813215761817,11763.007689830445,14,73773.216,0,0
189,0,500,400,13,4,San Martin y Nazca,VILLA DEL PARQUE,11,-34.598543,-58.493666,1000000,2500,1110.4404715068033,10297.992577404146,42,13817.221,3,0
190,50,40,40,0,0,Nogoya 3211,VILLA DEL PARQUE,11,-34.603862,-58.493635,360000,9000,1655.3525311461303,10278.929497306044,54,14998.274,4,1
191,46,65,65,0,1,MARIANO ACHA 4562,SAAVEDRA,12,-34.551789,-58.493625,105000,1615,260.617339617723,11784.141074628775,46,463154.93700000003,2,0
192,33,72,72,0,2,Melincu���+����-� 3176,VILLA DEL PARQUE,11,-34.602755,-58.493614,300000,4166,1540.0646628527868,10277.591390651569,52,14864.248,4,1
193,0,80,80,0,1,EMILIO LAMARCA al 2000,VILLA DEL PARQUE,11,-34.613525,-58.493588,109999,1374,1907.8145320046776,10331.649352494178,41,22630.081000000002,3,0
194,0,37,37,0,0,MORON  al 4600,VELEZ SARSFIELD,10,-34.630522,-58.493574,80000,2162,918.0674826559983,10693.933101840532,47,41649.909,5,0
195,0,40,40,0,1,Cuenca y Nogoya,VILLA DEL PARQUE,11,-34.603828,-58.493454,175000,4375,1657.1371818205341,10262.323325551786,53,15077.252,4,1
196,53,30,30,0,1,Gomez De Fonseca   600,VELEZ SARSFIELD,10,-34.629364,-58.493423,55900,1863,886.4492424005331,10645.629448876938,44,41306.316,6,0
197,0,130,130,0,1,Pola al 1800,MATADEROS,9,-34.655405,-58.49329,120000,923,1027.3508441749173,11740.545768356642,14,70006.799,0,0
198,30,460,460,0,0,Franklin D Roosevelt 5656,VILLA URQUIZA,12,-34.577072,-58.49325,880000,1913,343.51984584546364,10662.607386610784,54,23998.007,3,0
199,40,18,18,1,0,CUENCA 2800,VILLA DEL PARQUE,11,-34.604429,-58.493207,40000,2222,1727.5513242948903,10239.939085564469,47,15128.331,3,1
200,0,53,52,2,1,Sarachaga,VELEZ SARSFIELD,10,-34.633026,-58.493161,62000,1192,979.3412305505187,10738.274013130611,53,41659.596,4,0
201,20,35,35,1,1,BUCARELLI 3079,VILLA URQUIZA,12,-34.570312,-58.492982,72000,2057,967.3055682479396,10871.489580433283,60,38577.674,4,0
202,30,84,84,0,1,CUENCA,VILLA DEL PARQUE,11,-34.604559,-58.49296,419000,4988.095238,1748.6705520756834,10217.399789066681,47,15162.755000000001,3,1
203,0,177,177,0,0,Emilio Lamarca 1900,VILLA SANTA RITA,11,-34.614218,-58.492918,265000,1497,1822.4940814540691,10278.941114574049,39,20995.287,3,0
204,25,130,130,0,2,TAPALQUE 4900,MATADEROS,9,-34.64716,-58.492738,150000,1153,1385.0916614468802,11276.540401754653,27,80119.33,4,0
205,0,106,106,0,0,Nu+���+�-�ez 5100,VILLA URQUIZA,12,-34.563485,-58.492618,248000,2339.622642,944.3185776481346,11122.050553950196,49,340688.229,1,0
206,2,25,25,0,1,Altolaguirre 2620,VILLA URQUIZA,12,-34.575062,-58.49259,60000,2400,464.6829812446968,10668.821039358534,62,14217.015,5,0
207,0,1700,0,0,0,Pola al 1900,MATADEROS,9,-34.655964,-58.492359,1600000,941,1048.3983307135659,11696.714974369024,14,59126.747,0,0
208,25,300,300,5,2,AVENIDA JUAN B JUSTO,VELEZ SARSFIELD,10,-34.627921,-58.492314,330000,1100,788.7475624626929,10505.66963393042,48,39828.249,5,0
209,15,200,600,0,0,ALBERDI  JUAN B AV 4700,PARQUE AVELLANEDA,9,-34.643462,-58.492109,550000,916,1251.414238286938,11054.636706584351,25,113635.674,4,0
210,0,342,313,4,0,Artigas al 3800,AGRONOMIA,15,-34.589427,-58.492099,360000,1150,667.5552962759466,10261.800544664764,32,11592.735,0,0
211,0,54,46,0,1,CULLEN al 5400,VILLA URQUIZA,12,-34.575035,-58.492073,158000,3434,445.5929658398721,10624.449303485992,65,9957.187,6,0
212,0,54,0,0,0,Cullen 5491,VILLA URQUIZA,12,-34.575035,-58.492073,158000,2926,445.5929658398721,10624.449303485992,65,9957.187,6,0
213,0,500,500,0,0,RIVADAVIA,VELEZ SARSFIELD,10,-34.636426,-58.491966,750000,1500,1130.4481809808979,10755.071286343442,45,40973.361,4,0
214,30,106,106,0,1,Nu+���+�-�ez,VILLA URQUIZA,12,-34.563085,-58.491873,262000,2471.698113,887.7410292873343,11077.468010425991,50,316857.365,1,0
215,30,106,106,0,2,nu+����ez 5100,VILLA URQUIZA,12,-34.563085,-58.491873,249000,2349,887.7410292873343,11077.468010425991,50,316857.365,1,0
216,0,44,44,0,1,Rivadavia 9085,VELEZ SARSFIELD,10,-34.636018,-58.491719,109000,2477,1081.6477777332948,10718.551477567555,51,41513.631,4,0
217,50,66,66,3,1,Mariano Acha al 4100,SAAVEDRA,12,-34.554715,-58.49158,170000,2575,405.3806348671377,11463.256961605975,60,508619.182,3,0
218,50,66,66,3,1,Mariano Acha al 4100,SAAVEDRA,12,-34.554715,-58.49158,165000,2500,405.3806348671377,11463.256961605975,60,508619.182,3,0
219,0,300,300,0,3,Ruiz Huidobro al 2400,SAAVEDRA,12,-34.554242,-58.491549,720000,2400,353.12378269351433,11485.749821220823,57,497192.179,3,0
220,0,46,34,0,0,PEDRO MORAN 2493,AGRONOMIA,15,-34.589687,-58.491493,115000,3382,722.4018005560354,10202.428963147842,29,12142.129,0,0
221,0,90,85,0,2,Juan B. Justo  al 7100,VELEZ SARSFIELD,10,-34.627207,-58.491364,125000,1388.888889,717.7759453196026,10401.366328915543,62,37866.691,5,0
222,50,90,90,2,1,AV. Juan Bautista Alberdi al 4600,VILLA LURO,10,-34.64278,-58.491278,165000,1833,1303.9168594484493,10954.713455343937,20,147507.546,3,0
223,50,90,90,2,1,AV. Juan Bautista Alberdi al 4600,VILLA LURO,10,-34.64278,-58.491278,175000,1944,1303.9240457087128,10954.679073438747,20,147514.706,3,0
224,0,36,36,0,1,Larra������aga al 600,PARQUE AVELLANEDA,9,-34.643615,-58.49101,75000,2083,1352.5587201317983,10969.129601224531,24,159290.834,3,0
225,0,36,36,0,1,Larra+�+�+�������aga al 600,PARQUE AVELLANEDA,9,-34.643615,-58.49101,75000,2083,1352.5587201317983,10969.129601224531,24,159290.834,3,0
226,35,36,36,0,1,Larra+���+�-�aga al 600,PARQUE AVELLANEDA,9,-34.643615,-58.49101,75000,2083.333333,1352.5587201317983,10969.129601224531,24,159290.834,3,0
227,35,36,36,0,1,Larra+�+�+�������aga al 600,PARQUE AVELLANEDA,9,-34.643615,-58.49101,75000,2083,1352.5587201317983,10969.129601224531,24,159290.834,3,0
228,0,194,194,1,2,Av Balb+�-�n al 4100,SAAVEDRA,12,-34.555037,-58.490862,499000,2572,436.44794587322184,11388.308119681184,66,443370.598,3,0
229,0,194,194,1,2,Av Balb+�-�n al 4100,SAAVEDRA,12,-34.555037,-58.490862,550000,2835,436.4204011665369,11388.300739432285,66,443352.33599999995,3,0
230,0,194,194,1,2,Av Balb���+����-�n al 4100,SAAVEDRA,12,-34.555037,-58.490862,499000,2572,436.4204011665369,11388.300739432285,66,443352.33599999995,3,0
231,30,52,52,0,1,MORETO 18,VELEZ SARSFIELD,10,-34.636429,-58.490846,60000,1154,1065.2894948630162,10658.556120560155,46,53280.269,4,0
232,0,300,300,0,3,CARRASCO al 300,VELEZ SARSFIELD,10,-34.632724,-58.490832,380000,1266,779.1339165150555,10524.637842057185,59,52531.917,9,0
233,0,45,35,0,0,MANUELA PEDRAZA al 5100,VILLA URQUIZA,12,-34.564536,-58.490816,107000,3057,763.808682992691,10923.854422516784,58,200833.799,1,0
234,25,54,54,1,1,CULLEN AL 5400,VILLA URQUIZA,12,-34.574328,-58.490697,168000,3111,487.3762956706457,10528.11685161962,86,10167.507,10,0
235,0,35,35,1,1,AV. SALVADOR MAR���+�A DEL CARRIL 2220,AGRONOMIA,15,-34.58597,-58.490367,95000,2714,808.150134157757,10172.200683487103,50,6146.421,0,0
236,0,513,440,0,0,ALVAREZ JONTE AV. 3400,VILLA SANTA RITA,11,-34.611781,-58.490233,1700000,3313.840156,1583.0783969009035,10006.617111258756,43,20394.205,2,0
237,30,450,450,0,2,Galv���+����+�n al 3400,VILLA URQUIZA,12,-34.564033,-58.490077,450000,1000,703.894418645315,10884.146805059481,50,194299.82,1,0
238,0,104,104,0,0,G. Artigas 3500,AGRONOMIA,15,-34.59221,-58.489918,166000,1596,910.0620631940719,10020.074154979804,9,5598.061,0,0
239,0,104,104,0,0,G. Artigas 3500,AGRONOMIA,15,-34.59221,-58.489918,166000,1596,910.0620631940719,10020.074154979804,9,5598.061,0,0
240,0,104,104,0,0,G. Artigas 3500,AGRONOMIA,15,-34.59221,-58.489918,166000,1596,910.0620631940719,10020.074154979804,9,5598.061,0,0
241,40,134,83,3,1,Mariano Acha al 3800,SAAVEDRA,12,-34.557025,-58.489838,170000,2048,664.2492506380016,11201.927547457924,56,338076.355,4,0
242,60,71,71,0,0,Esquina Eva Per+�-�n y Oliden,VILLA LUGANO,8,-34.664422,-58.489809,139000,1958,1075.2429662525021,11994.469060763124,15,42235.26,1,0
243,0,28,28,0,1,Machain 4000,SAAVEDRA,12,-34.555621,-58.489558,65000,2321,516.2997366967973,11252.211351872951,58,310594.28,3,0
244,0,282,282,0,1,Nazca al 2900,VILLA DEL PARQUE,11,-34.601861,-58.489422,486000,1723,1627.4085956061867,9894.69593741149,46,16224.415,2,1
245,20,150,130,0,0,Alvarez Jonte  3200,VILLA DEL PARQUE,11,-34.610336,-58.48925,240000,1846,1493.7725971216112,9903.703360622158,44,11496.557,2,0
246,30,584,302,0,4,santiago de las carreras 10,VELEZ SARSFIELD,10,-34.635873,-58.489226,420000,1390,929.4640387369972,10497.897429438717,61,73301.656,5,1
247,0,55,55,0,1,Av Del Carril,AGRONOMIA,15,-34.585236,-58.489182,189000,3436.363636,730.6540081031766,10081.837378131244,54,6897.843,0,0
248,0,50,50,0,1,Avenida Triunvirato al 3200,VILLA URQUIZA,12,-34.570884,-58.488694,180000,3600,851.8938988157784,10480.239443488186,79,13700.756,8,0
249,0,210,210,0,3,Av. Peron al 5900,VILLA LUGANO,8,-34.663317,-58.488692,310000,1476,1152.7332899108521,11841.018556749576,16,33657.665,2,0
250,50,210,210,0,3,Av. Peron al 5900,VILLA LUGANO,8,-34.663317,-58.488692,310000,1476,1152.7332899108521,11841.018556749576,16,33657.665,2,0
251,30,0,20,0,1,Bilbao 5508,MATADEROS,9,-34.657918,-58.488677,35000,1750,1230.8256149300094,11516.319573323162,9,22313.113999999998,0,0
252,30,0,20,0,1,Francisco Bilbao,MATADEROS,9,-34.657918,-58.488677,35000,1750,1230.8256149300094,11516.319573323162,9,22313.113999999998,0,0
253,0,319,319,0,1,Vda Rivadavia,VELEZ SARSFIELD,10,-34.635554,-58.488468,370000,1159,863.1822105686902,10420.514300137953,63,74317.901,6,1
254,0,187,140,0,3,MENDOZA,VILLA URQUIZA,12,-34.579719,-58.488426,780000,4171.122995,188.28120778807786,10157.125026314325,73,10679.972,4,0
255,0,33,33,0,1,av. constituyentes al 4000,PARQUE CHAS,15,-34.585118,-58.488261,98000,2969,731.9348698754454,10001.821751358015,57,6696.030000000001,0,0
256,0,89,89,0,0,Carrasco 100,VELEZ SARSFIELD,10,-34.63514,-58.488173,115000,1292,809.8854743801667,10379.568148436048,69,68005.78600000001,7,1
257,50,60,60,0,1,Elpidio Gonzalez al 3300,VILLA SANTA RITA,11,-34.612039,-58.488106,90000,1500,1390.0361309016519,9814.965903398803,48,12021.277,2,0
258,15,40,0,0,1,Av.monroe al 5300,VILLA URQUIZA,12,-34.57555,-58.488047,190000,4750,394.1063134675462,10255.05383508477,83,10167.507,12,0
259,20,70,50,0,0,Pacheco,VILLA URQUIZA,12,-34.568966,-58.48778,130000,2600,642.0032594497362,10478.114356985745,66,36447.7,4,1
260,0,29,29,0,1,Quesada,VILLA URQUIZA,12,-34.567189,-58.487777,95000,3275,532.5945217539025,10552.040142430063,62,58983.397,1,1
261,0,293,258,3,1,mercedes 995,FLORESTA,10,-34.625122,-58.48773,360000,1395,546.1823837386709,10021.8391320823,79,26828.903000000002,3,0
262,0,108,108,0,2,"NAZCA al 2700",VILLA DEL PARQUE,11,-34.603927,-58.487591,175000,1620,1558.8609407202332,9724.550544190502,40,16474.277000000002,1,1
263,0,65,65,0,1,Plaza al 4100,SAAVEDRA,12,-34.552928,-58.487442,98000,1507,377.12215335044453,11228.65980820042,44,192774.969,3,0
264,0,110,110,0,0,Andonaegui 2100,VILLA URQUIZA,12,-34.578413,-58.48729,365000,3318,255.76573701468,10095.950360286837,79,11907.407,8,0
265,9,24,24,0,1,P. I. RIVERA 5000,VILLA URQUIZA,12,-34.571473,-58.487185,120000,5000,821.9438058599071,10327.69806882966,84,16902.077,7,1
266,0,110,110,0,0,JUAN B ALBERDI 4351,VELEZ SARSFIELD,10,-34.640761,-58.487143,110000,1000,993.8242739783731,10518.056193769795,24,285269.388,2,0
267,0,62,62,1,1,Cuenca 2000,VILLA SANTA RITA,11,-34.611193,-58.48711,120000,1935,1294.97695219471,9715.59241149224,48,11496.557,1,0
268,20,42,35,0,1,AV EVA PERON 5700,MATADEROS,9,-34.662627,-58.487036,85000,2428,1297.0500375770323,11672.366143329595,19,16313.34,2,0
269,0,140,131,1,1,Olazabal 5189,VILLA URQUIZA,12,-34.576892,-58.486879,450000,3435,353.35365339147745,10108.142469748616,77,11137.514,10,0
270,0,185,140,1,1,OLAZABAL 5187,VILLA URQUIZA,12,-34.576846,-58.486813,590000,3189.189189,361.16458564375176,10103.889152866377,77,11178.26,10,0
271,0,110,110,0,2,Andonaegui al 2100,VILLA URQUIZA,12,-34.57907,-58.486672,385000,3500,313.4781181739061,10021.346825423272,83,11591.048999999999,6,0
272,1,558,520,0,1,Domingo Albari+�-�o,MATADEROS,9,-34.658071,-58.486625,530000,949,1402.0970759067616,11365.28659569212,10,19210.423,1,0
273,0,46,46,1,1,San Blas,VILLA SANTA RITA,11,-34.614062,-58.486503,70000,1521,1281.501132866909,9692.529331595046,55,3405.982,1,0
274,34,46,46,1,1,San Blas 3300,VILLA SANTA RITA,11,-34.614062,-58.486503,65000,1413,1281.4745249876344,9692.502009640491,55,3405.327,1,0
275,0,150,150,0,2,Alberdi al 4300,PARQUE AVELLANEDA,9,-34.640815,-58.486469,250000,1666,931.7496958429386,10463.54455808115,21,297164.364,2,0
276,0,38,0,0,0,Alvarez Thomas y Av. Congreso,VILLA URQUIZA,12,-34.569432,-58.486394,99000,2605,593.4487906115831,10340.830661335389,65,32007.021,3,1
277,0,40,40,0,1,Triunvirato y Monroe,VILLA URQUIZA,12,-34.574292,-58.486368,175000,4375,593.7773320333451,10152.49333397033,89,10769.047,12,0
278,0,73,0,0,0,PAROISSIEN 4100,SAAVEDRA,12,-34.554081,-58.486309,68000,932,536.0964445045761,11074.621914063879,54,133345.963,4,0
279,0,140,140,0,0,Av. J.B. Justo 6700,FLORESTA,10,-34.625232,-58.486301,189000,1350,459.040294925271,9897.49741906627,92,29340.56,4,0
280,45,25,25,0,1,Tronador 4087,SAAVEDRA,12,-34.553086,-58.486218,50000,2000,483.50958064887163,11122.73648897079,44,149358.666,3,0
281,0,53,53,0,1,SEGUROLA  AV. 335,FLORESTA,10,-34.630802,-58.486147,132500,2500,310.03897712663417,10050.708885653861,90,44805.524,11,1
282,0,35,35,0,1,Medina 677,PARQUE AVELLANEDA,9,-34.642675,-58.486138,65000,1857,908.6347839143416,10518.663909538445,18,317552.911,3,0
283,0,282,282,0,0,Nazca 2981 / de Pozo,VILLA DEL PARQUE,11,-34.605954,-58.486008,846000,3000,1324.3532298240798,9582.46023293104,46,15866.528,1,1
284,40,190,190,3,2,Gandara 3368/70,PARQUE CHAS,15,-34.58645,-58.485948,230000,1210,939.8092632085692,9764.148391686813,48,6927.247,0,0
285,40,0,38,1,1,IBERA 4500,VILLA URQUIZA,12,-34.5648,-58.485943,75000,1973,315.95205053420324,10503.073457694809,39,66789.716,0,2
286,30,23,23,1,1,AV. NAZCA 2600,VILLA DEL PARQUE,11,-34.60628,-58.48578,70000,3043,1290.0630246406788,9562.549178707888,46,15207.532000000001,2,1
287,20,0,160,0,2,Gualeguaychu,FLORESTA,10,-34.63114,-58.485727,210000,1312,314.4687970014849,10025.262918658273,84,44805.524,11,1
288,0,46,46,0,0,Mariano Acha 3200,VILLA URQUIZA,12,-34.563292,-58.485358,134900,2933,331.4036293478321,10524.398986145039,40,67394.483,0,2
289,0,46,39,0,0,Mariano Acha 3200,VILLA URQUIZA,12,-34.563292,-58.485358,135000,3461,331.4036293478321,10524.398986145039,40,67394.483,0,2
290,1,46,0,0,0,Mariano Acha 3300,VILLA URQUIZA,12,-34.563292,-58.485358,135000,2935,331.4036293478321,10524.398986145039,40,67394.483,0,2
291,0,46,0,0,0,Mariano Acha 3300,VILLA URQUIZA,12,-34.563292,-58.485358,134900,2933,331.4036293478321,10524.398986145039,40,67394.483,0,2
292,0,60,60,0,2,Av Triunvirato 4500,VILLA URQUIZA,12,-34.575263,-58.485135,85000,1416,590.3194857147114,10010.923939245227,96,17793.803,10,0
293,0,24,0,0,0,Av.San Martin 4600,AGRONOMIA,15,-34.59778,-58.485093,47000,1958,1586.0668866265635,9518.424740307304,32,27116.481,0,0
294,40,300,300,0,0,Juan Bautista Alberdi,VELEZ SARSFIELD,10,-34.639713,-58.484749,450000,1500,795.3237205063806,10270.612811487217,36,306920.483,2,0
295,0,77,77,0,1,Av Dr Juan Bautista Justo 6598,FLORESTA,10,-34.62472,-58.484454,140000,1818,457.55104568271304,9719.439530721675,80,23416.559,2,0
296,0,32,32,0,1,ESCALADA al 500,FLORESTA,10,-34.628247,-58.484411,65000,2031,84.90067327990158,9816.673011271318,82,44287.191,5,0
297,53,56,56,0,1,EUGENIO GARZON al 3600,FLORESTA,10,-34.628247,-58.484411,76000,1357,84.90067327990158,9816.673011271318,82,44287.191,5,0
298,60,68,68,0,0,Mozart al 900,FLORESTA,10,-34.628247,-58.484411,100000,1470,84.90067327990158,9816.673011271318,82,44287.191,5,0
299,0,40,40,0,1,Triunvirato y Olazabal,VILLA URQUIZA,12,-34.575568,-58.484333,155000,3875,629.1165635382918,9930.421370707823,91,20198.882999999998,9,0
300,1,40,40,1,1,SAN MARTIN,VILLA DEL PARQUE,11,-34.597725,-58.484227,125300,3132,1648.9690228105749,9439.607670033614,23,47162.799,0,0
301,1,65,65,1,1,SAN MARTIN,VILLA DEL PARQUE,11,-34.597725,-58.484227,211900,3260,1648.9690228105749,9439.607670033614,23,47162.799,0,0
302,0,25,25,1,1,Cullen,VILLA URQUIZA,12,-34.570874,-58.484226,75000,3000,654.4013215604809,10097.256456480587,73,31821.668999999998,6,1
303,60,165,97,3,2,Joaquin V. Gonzalez al 2000,VILLA SANTA RITA,11,-34.623581,-58.484051,165000,1000,580.239116395888,9653.97838930111,76,15736.668,3,0
304,0,172,122,0,0,Monroe 4800,VILLA URQUIZA,12,-34.572764,-58.483703,420000,3442,724.2982163994775,9978.381157124055,84,21859.05,9,1
305,0,223,223,0,3,Monroe 4870,VILLA URQUIZA,12,-34.57271,-58.483618,600000,2690,716.8620158357211,9973.125326832704,86,22092.721,9,1
306,0,223,223,0,3,Monroe 4870,VILLA URQUIZA,12,-34.57271,-58.483618,600000,2690,716.8620158357211,9973.125326832704,86,22092.721,9,1
307,0,223,223,0,3,Monroe 4870,VILLA URQUIZA,12,-34.57271,-58.483618,600000,2690,716.8620158357211,9973.125326832704,86,22092.721,9,1
308,0,372,372,0,0,Mariano Acha al 3000,VILLA URQUIZA,12,-34.565321,-58.483413,300000,806,83.75408207461177,10267.765532763022,36,65198.342,0,3
309,30,420,400,0,2,AV RIVADAVIA 8517,VELEZ SARSFIELD,10,-34.634045,-58.483344,650000,1625,582.4770038177056,9921.756398886735,67,64718.446,12,2
310,0,420,420,0,0,Av. Rivadavia al 8500,VELEZ SARSFIELD,10,-34.634045,-58.483344,615000,1464,582.4770038177056,9921.756398886735,67,64718.446,12,2
311,0,14,14,0,1,JOSE ARTIGAS  al 2800,VILLA DEL PARQUE,11,-34.600309,-58.483307,46000,3285,1527.6602669687734,9339.348772210511,39,19572.079999999998,0,0
312,0,300,300,0,2,Av.eva Peron  al 5400,MATADEROS,9,-34.660704,-58.483233,420000,1400,1649.9724170117952,11264.10366815394,16,25674.676,3,0
313,0,160,160,0,0,Av. Congreso 4400,VILLA URQUIZA,12,-34.566151,-58.48313,399000,2494,124.6179079992096,10206.178380481508,33,61113.953,0,3
314,0,260,260,0,1,Avenida De Los Incas al 5300,PARQUE CHAS,15,-34.587708,-58.483094,390000,1500,1187.045516130406,9480.41254446032,27,32726.883,0,0
315,0,110,110,0,1,Av San Martin 4500,VILLA DEL PARQUE,11,-34.597879,-58.48309,375000,3409,1736.5993449429861,9334.365617455658,27,70278.828,0,0
316,50,26,26,1,1,Adolfo p carranza 2800,VILLA DEL PARQUE,11,-34.607112,-58.483012,62000,2384,1021.0288536349315,9312.019583483729,46,12027.842,1,2
317,10,300,300,0,3,Av san martin,AGRONOMIA,15,-34.597914,-58.482954,330000,1100,1726.6817979675416,9321.650234274464,27,72750.08399999999,0,0
